E250,B,K S School of Architecture,"15, Mallasandra,Off Kanakapura Road,Bangalore",AR
E252,B,Mysore College of Engineering and Management,"NO -1072. Big Banyan Tree,5TH KM T Narasipura Road,Mysore",CA; CE; CS; DS; EC; IE; ME
E258,B,Maharaja Institute of Technology,"NANJANAGUD TALUK,THANDAVAPURA, MYSORE",AD; CE; CS; EC; ME
E259,B,Sir M.V School of Architecture,"Hunasamaranahalli, Bangalore",
E260,B,Nitte School of Architecture,"PB NO 6404, GOVINDAPURA,GOLLAHALLI (OFF KIAP NH-7),YELAHANKA BANGALORE",AR; UP; UR
E261,B,Angadi School of Architecture,"SAVAGAON ROAD,BELAGAVI",AR
E262,B,Brindavan College of Architecture,"DWARKA NAGAR BAGULUR MAIN ROAD,YELAHANKA,Bangalore",AR
E264,B,Basava Engineering School of Technology,"Zalaki, Vijaypura Dist.",
E265,B,Jain College of Engineering and Technology,Hubballi,CE; CS; EC; ME
E266,B,BMS College of Architecture,"Basavanagudi,Bull Temple Road,P.B No 1908,BMSCE Campus,Bangalore",AR
E267,B,Sir M V School of Architecture,"Hunasamaranahalli, Bangalore",AR
E268,B,R N S School Of Architecture,Bangalore,AR
E269,B,Jain College of Engineering and Research,"Dutch Industrial Estate,Angol,Udyambhag, Belgaum",CE; CS; EC; ME
E271,B,East West School of Architecture,"SY No. 63, Vihwaneedam Post,Off Magadi Road,Near Anjanagar,Bangalore",AR
E275,B,R V Institute of Technology and Management,"Sy No 171/5, Kothanur,JP Nagar, Bengaluru",CS; EC; IE; ME
E276,B,School of Architecture Dayananda Sagar College Of Engineering,"Shavige Malleshwara Hills,Bangalore",AR
E280,B,G S S S School of Architecture for Women,"K.R.S Road,Metagalli Ind. Area,Mysore",AR
E282,B,JSS Institute of Architecture and Planning,Dharwad,AR
E284,B,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),Mysore,CS
E286,B,BGS College of Engineering and Technology,"Pipeline Road,Mahalakshmipuram, West of Chord Road,Bangalore",AD; AI; CD; CS; IE
E293,B,Poojya Dr.Shivakumar Swamiji School Of Architecture (PDA College of Arch),Gulbarga,AR
E501,B,B L D E A`s V.P. Dr. P. G. Hallakatti College of Engg. and Tech.,"Ashram Road,Bijapur (IInd Shift)",
E502,B,K.L.S. Gogte Institute of Technology,"Udyambag,Belgaum (IInd Shift)",
E503,B,Nagarjuna College of Engineering and Technology,"Mudugurki Village, Venkatagiri,Devanahalli Tq.,Bangalore (R) (IInd Shift)",
E504,B,Sambhram Institute of Technology,"Ambabhavani Temple Road,Near MS Palya,Jalahalli East,Bangalore (IInd Shift)",
E505,B,Shreedevi Institute of Technology,"Airport Road,Kenjar, Mangalore (IInd Shift)",
E506,B,Srinivas Institute of Technology,"Valachil Varkulla Village,Farangipete Post,Mangalore (IInd Shift)",
E508,B,Jain College of Engineering,"599/2. T S Nagar Hunchanhatti,Road, Machhe,Belgaum (IInd Shift)",
E509,B,A Shama Rao Foundation,"Srinivas School of Engineering,Srinivas Integrated Campus,Mukka,Mangalore (IInd Shift)",
E510,B,Dayananda Sagar College of Engineering,"Shavige Malleshwara Hills,Kumarswamy Layout,Bangalore (IInd Shift)",
E511,B,Alva`s Institute of Engineering and Technology,"Shobhavana Campus, Mijar,Moodabidri, (IInd Shift)",
E515,B,AGM Rural College OF Engineering & Technology,"Navagrah Theerth, NH-4,Varur (T),Hubli, Darward (D)(IInd Shift)",
E708,B,Bangalore Institute of Technology,"K.R.Road, V V Puram,Bangalore",
E721,B,Sri Jayachamarajendra College of Engineering.,"JSS TECHNICAL INSTITUTIONS CAM,MYSORE",
E011,M,M V J College of Engineering,"Near ITPB, Channasandra,Kadugodi (P),Bangalore",AE; AI; CD; CE; CH; CS; DS; EC; EE; IE; ME; SE; TI
E013,M,Ghousia Engineering College,"B M Road,Ramanagara",CE; CS; EC; EE; IE; ME
E034,M,Sri Dharmasthala Manjunatheswara College of Engineering,"Dhavalagiri,Dharwad",AI; CE; CH; CS; EC; EE; IE; ME
E035,M,Anjuman Engineering College,"P.B No 24, Anjumanbad,Bhatkala, Uttar kannada Dist",CE; CS; EC; EE; ME
E043,M,Gurunanak Dev Engineering College,"Mailoor Road,Bidar",AI; CE; CS; DS; EC; EE; IE; ME
E055,M,P A College of Engineering,"Nadupadav,Kairangala Village,Montepadavu Post,Bantwal, Mangalore",AI; BT; CE; CS; EC; ME
E070,M,Bahubali College of Engineering,"Gommatanagar,Shravanabelogala,Channarayapatna Taluk,Hassan Dist,",AI; CE; CS; EC; IE; ME
E078,M,The Oxford College of Engineering,"Bommanahalli,Hosur Road,Bangalore",AI; BT; CE; CS; EC; EE; IE; ME; MT
E083,M,H.K.B.K.College of Engineering,"Sy. No 22/1, Nagawara,Bangalore",AI; CS; EC; IE; ME
E099,M,New Horizon College of Engineering,"Outer Ring Rd, Bellandur post,near Marathalli,Bangalore",AI; CE; CO; CS; DS; EC; EE; IE; ME
E119,M,K C T Engineering College,"PB No. 104, KCT Campus,Qamar-ul-Islam Colony,Roza(B),Gulbarga",CE; CS; EC; ME
E123,M,Canara Engineering College Bantwal,"Benjanapadavu, Ammunje Village,Jodumarga Post, Bantawal Tq,DK DIST",AI; CB; CD; CS; EC; IE; ME
E129,M,St. Joseph Engineering College,"Vamanjoor Post,dharamagiri,Mangalore",AI; CB; CE; CS; DS; EC; EE; ME
E152,M,S D M Institute of Tech.,"Ujire,Dakshina Kannada",AD; CE; CS; EC; EE; IE
E180,M,Bearys Institute of Technology,"Lands End, Innoli,Near Mangalore University,Mangalore",AD; CE; CS; EC; ME
E246,M,The Oxford School of Architecture,"Bommanahalli,Hosur Road,Bangalore",AR
E254,M,A J Institute Of Engineering And Technology,"NH-66, KOTTARA CHOWKI,BOLOOR VILLAGE,MANGALORE",CE; CS; EC; IE; ME
E507,M,New Horizon College of Engineering,"Outer Ring Rd, Bellandur post,near marathalli,Bangalore (IInd Shift)",
E512,M,M V J College of Engineering,"Near White Field, Channasandra,Kadugodi (P),Bangalore (IInd Shift)",
E513,M,P A College of Engineering,"Nadupadav,Kairangala Village,Mangalore (IInd Shift)",
E514,M,St. Joseph Engineering College,"Vamanjoor,Dharmagiri,Mangalore (IInd Shift)",
E009,C,P E S University BTech Courses,"(Ring Road Campus),100 ft Ring Road,B.S.K III Stage,Hosakerehalli,Bangalore",AI; AR; BT; CS; EC; EE; ME
E017,C,Sri Siddartha Institute of Technology,"Maralur POST, Kunigal Road,Tumkur",AI; CE; CS; DS; EC; EE; ET; IE; MD; ME
E036,C,KLE Technological University (Formerly KLE Dr. MS Sheshagiri College),"Udyambag,Belgaum",BM; CE; CF; CH; CS; EC; EE; ME
E042,C,Khaja Banda Nawaz University,"Rauza Buzurg,Kalburgi",AE; CE; CS; EC; ME
E057,C,JSS Science and Technology University(Formerly SJCE),"JSS TI Campus,Mysore",BT; CB; CE; CS; CT; EC; IE; ME
E128,C,Sharnbasva University(Formerly Appa Inst. of Tech.),"Sharanabasaveshwar campus,Complex,Sharana Nagar,Brahmpur, Kalaburagi",AD; CE; CS; EC; EE; EG; ME
E141,C,P E S University BTech Courses,"(Electronic City Campus),Hosur Road,Electronic City,Bangalore",CS; EC
E142,C,Adichunchanagiri University(Formerly BGSIT),"Bellur Cross,Bg.Nagar,Bangalore-Hassan Highway Road,Nagamangala Taluk,Mandya Dist.",AI; CE; CS; EC; IE; ME
E193,C,Srinivas University BTech Courses,"Srinivas Integrated Campus,Mukka, Suratkal, Mangalore",AI; CE; CS; EC; ME
E198,C,Sharnbasva University BTech Courses (Formerly Godutai College for Women),"Sharan Nagar,Behind S.B College,Gulbarga",AI; CE; CS; EC; EE
E220,C,Alliance University BTech Courses,"Chikkahagade cross, Chandapur,Anekal Main Road, Bangalore,Bangalore",CE; CS; EC; EE; IG; ME; SE
E232,C,Reva University BTech Courses,"Rukmini Knowledge Park,Kattigenahalli, Yelahanka,Bangalore",AD; AR; CA; CE; CI; CS; EC; EE; ES; IB; IE; ME; MT; RO; SS
E234,C,P E S University,"100 ft Ring Road,B.S.K III Stage, Hosakerehalli,Bangalore",
E235,C,M.S. Ramaiah University of Applied Sciences BTech Courses,"No. 470P, 4th Phase,Peenya Industrial Area,Bangalore",AI; AT; CE; CS; EC; EE; IE; MC; ME; RB; SE
E237,C,Presidency University BTech Courses,"Itgalpur,Rajanakunte,Yelahanka, Bangalore",BD; CA; CE; CG; CO; CS; CY; DS; EC; EE; IE; IO; IS; LC; ME; OP; PL
E240,C,Dayananda Sagar University BTech Courses,"Innovation Campus, Kudulugate,Hosur Road, Bangalore",CA; CG; CS; CY; DS; EC; ME; SE
E241,C,KLE Technological University(Formerly BVBCET),"Unkal Village, Vidyanagara,Hubli,Dharward Dist",AR; BT; CE; CF; CS; EC; EE; EV; II; ME; RO
E245,C,CMR University School of Architecture,"132,AECS Layout,ITPL Road,Kundalahalli,Bangalore",AR
E251,C,NITTE Institute of Architecture,"Medical Science Complex,Deralakatte,Kodakkal, Mangalore",
E255,C,Gitam School Of Technology,"NH-207, NAGADENAHALLI,DODDABALLAPURA TALUK,BANGALORE RURAL DIST",CA; CB; CE; CS; CY; DS; EC; EE; IO; ME
E256,C,Rai Technology University BTech Courses,"Kadanur Post, 11th Mile Gallu,Madure Hobli,Mallohalli(V),Doddaballapur(T)",
E257,C,CMR University BTech Courses,"OFF HENNUR-BAGALUR MAIN ROAD,CHAGALATTI, BANGALORE 562149",CA; CS; DS; EC; IG
E263,C,School of Planning and Architecture,"MANASANGANGOTRI,Mysore",AR; LA
E270,C,Sharnbasva University BTech Courses (Formerly Appa Inst. of Tech.),"Sharanabasaveshwar campus,Complex,Sharana Nagar,Brahmpur,kalaburagi",AR
E283,C,University of Mysore,Mysore,AD; AI; BR; CD; CV
E285,C,R V University,"R V Vidyaneketan Post,Mysore Road, Bangalore",CS
E287,C,Vidyashilp University,"Kundana Hobli,Chapparkallu Road,Bangalore",DS
E288,C,Garden City University,"Old Madras Road,Bangalore-560049",DS; IY; RM
