E090,B,Sri Revana Siddeswara Institute of Technology,"Chokkana Halli village,Chikkajala Post,Bangalore North",CE; CS; EC; ME
E091,B,K S Institute of Technology,"No.14, Raghuvanahalli,Kanakapura Mn. Road,Bangalore",AI; CC; CD; CS; EC; IO; ME
E092,B,Vemana Institute of Technology,"#1,Mahayogi Vemana Road,III Block Koramangala,Bangalore",AI; CE; CS; EC; IE; ME
E093,B,Basavakalyana Engineering College,"KHB Colony, NH 9,Basavakalyana, Bidar-Dist",CE; CS; EC; ME
E094,B,Coorg Institute of Technology,"P.B. No. 11, Halligattu,Ponnampet,Kodagu",AD; AI; CE; CS; EC; ME
E095,B,AMC Engineering College,"18th K.M., Bannerghatta Road,Kalkere,Bangalore",AE; AI; CA; CE; CS; DS; EC; EE; IE; ME; MT
E096,B,East Point College of Engineering and Technology,"Jnana Prabha,Bidarahalli, Virgonagar Post,Bangalore",AD; CE; CS; EC; IE; IO; ME
E097,B,C M R Institute of Technology,"132,AECS Layout,ITPL Park Road,Kundalahalli Village,Bangalore",AD; AI; CA; CS; DS; EC; IE
E098,B,Atria Institute of Technology,"1ST Main Road, AGs Colony,ASKB Campus, Anandanagar,Bangalore",CD; CE; CS; DS; EC; IE; ME
E100,B,K N S Institute of Technology,"Hegde Nagar, Kogilu Road,Tirumenahalli, Yelahanka Hobli,Bangalore",AI; CE; CS; DS; EC; IE; ME
E101,B,Channabasaveshwara Institute of Technology,"NH-206, B.H Road,Gubbi, Tumkur",AD; CE; CS; EC; EE; IE; ME
E102,B,DONBOSCO Institute of Technology,"Kumbalagodu,Mysore Road,Bangalore",AD; CA; CE; CS; EC; EE; IE; ME
E103,B,Global Academy of Technology,"Ideal Homes Township,Rajarajeshwarinagar,Bangalore",AD; AE; AI; CA; CE; CS; EC; EE; IE; ME
E104,B,Nagarjuna College of Engineering and Technology,"Venkatagiri Kote Post,Devanahalli Tq.,Bangalore (R)",CA; CE; CS; DS; EC; IE
E105,B,Nitte Meenakshi Institutute of Technology,"PB No.6429,Govindapura,Gollahalli,Yelahanka,Bangalore",AD; AE; AI; CE; CS; EC; EE; IE; ME
E106,B,East West Institute of Technology,"SY No. 63, Vihwaneedam Post,Near Anjanagar,Off Magadi Road,Bangalore",AD; AI; CE; CS; EC; EE; IE; IO; ME
E107,B,B N M Institute of Technology,"PB No. 7087,12th Main,2nd Stag,27th Cross, Banashankari,Bangalore",AI; CS; EC; EE; IE; ME
E108,B,Sapthagiri College of Engineering,"No, 14/5, Chikkasandra,Hesaragatta Main Road,Bangalore",BT; CE; CS; EC; EE; IE; ME
E109,B,City Engineering College,"Doddakallasandra,Off Kanakapura Main Road,Bangalore",AI; CE; CS; EC; IE; ME
E110,B,Yellamma Dasappa Institute of Technology,"Raghuvanhalli, 14th KM,Kanakapura Main Road,Bangalore",
E111,B,Sri Venkateshwara College of Engineering,"Vidyanagar Bangalore,international airport road,Bettahalsur(P), Bangalore",CE; CF; CS; CY; DS; EC; IE; ME
E112,B,Sri Krishna Institute of Technology,"No. 29, Hesarghatta Main Road,Chimney Hills,Chikkabanavara-P,Bangalore",AI; CE; CS; EC; IE; ME
E113,B,Sambhram Institute of Technology,"M.S.Palya,Jalahalli East,Bangalore",AD; AI; CE; CS; CY; EC; IE; ME
E114,B,G M Institute of Technology,"PB No. 4, #431,P.B. Raod,Davanagere",AI; BT; CE; CS; EC; EE; IE; ME; RA
E115,B,S J B Institute of Technology,"No 67, Uttarahalli Road,BGS Health & Education City,Kengeri,Bangalore",AI; CE; CS; DS; EC; EE; IE; ME
E116,B,R.L.Jalappa Institute of Technology,"Kodigehalli,Doddaballapura,Bangalore Rural Dist",CA; CS; DS; EC; ME
E117,B,Alpha College Engineering,"No 30/2,Hennur-Bagalur Road,Kannur Post, Bangalore",
E118,B,RNS Institute of Technology,"Channasandra,Uttarahalli-Kengeri Road,Bangalore",AD; AI; CE; CS; CY; DS; EC; EE; IE; ME
E120,B,Jnanavikasa Institute of Technology,"Bidadi, Ramanagara Taluk,VIDYA SOUDHA Mysore Road,Ramanagar-Dist",CE; CS; EC; ME
E121,B,Vivekananada College of Engineering Technology,"Nehru Nagar Post,Puttur,D K DIST",AI; CE; CS; DS; EC; ME
E122,B,SCT Institute of Technology,"Kaggadasapura Main Road,Vignana nagar, New Tippasandra,Bangalore",
E124,B,Rajiv Gandhi Institute of Technology,"RGC Campus,Cholanagar, Hebbal,R.T Nagar Post, Bangalore",BM; CE; CS; EC; EE; ME
E126,B,B M S Institute of Technology and Management,"PB No. 6443,Avalahalli,Doddaballapura Main Road,Yelahanka, Bangalore",AI; CE; CS; EC; EE; ET; IE; ME
E127,B,M S Engineering College,"Navarathna Agrahara,Sadahalli Post,Bangalore Urban",AI; CE; CS; EC; ME
E130,B,Shridevi Institute of Engineering and Technology,"Sira Road,Tumkur",AD; CE; CS; EC; EE; IE; ME
E131,B,Basava Academy of Engineering,"#161/64,Gangondana Halli,TDasa,Main Road,Nagasandra Post,Near Peenya, Bangalore",
E132,B,Secab Institute of Engineering and Technology,"#454, Nauraspur, Hudco Cross,Bagalkot Road,Bijapur",CE; CS; EC; EE; ME
E133,B,G S S S Institute of Engineering and Technology for Women,"K.R.S Road,Metagalli Ind. Area,Mysore",AD; CA; CS; EC; EE; IE
E134,B,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"PB No. 23,Shirahatti, Savanur Road,Laxmeshwara-Tq, Gadag Dt.",CE; CS; EC; EE; IE; ME
E135,B,K L S Viswanathrao Deshpande Institute of Technology,"Udyog Vidya Nagar,Dandeli Road,Haliyal, Uttara Kannada -Dist",CA; CE; CS; EC; EE; ME
E136,B,Moodalakatte Institute of Technology,"Moodalakatte,Kundapura,Udupi District",AI; CE; CS; DS; EC
E137,B,Nadgir Institute of Engineering and Technology,"#73, Madavara,NH-4,17th &18th,KM Near, BMI Bridge,Jindal Nagar, Bangalore",
E138,B,Reva Institute of Engineering and Technology,"Kattigenahalli, Baglur Cross,Jala Hobli,Yelahanka, Bangalore",
E139,B,Impact College of Engineering and Applied Sciences,"Sahakaranagar Post,Kodigehalli,Bangalore",AI; CE; CS; DS; EC; ME; RO
E140,B,G S S Institute of Technology,"#37/2, New Byrohalli Road,Kommaghatta, Kengeri Upanagara,Bangalore",
E143,B,Jain University BTech Courses,"School of Engineering and Technology,Jakkasandra Post,Kanakapura Tq,Ramanagaram- Dist",
E144,B,Srinivas Institute of Technology,"Valachil Varkulla Village,Farangipete Post,Mangalore.",AD; AE; AI; AR; AU; CB; CD; CS; EC; EE; IE; ME; MR
E145,B,Rajarajeswari College of Engineering,"No.14, Ramo Halli Cross,Mysore Road,Kumbalagodu,Bangalore",AI; CE; CS; EC; EE; IE; IO; RA
E146,B,Shreedevi Institute of Technology,"Airport Road,Kenjar, Mangalore",AE; CE; CS; EC; IE; ME
E147,B,T.John Engineering College,"86/1, Gottigere Post,Banneraghatta Road,Bangalore",AI; CE; CS; EC; IE
E148,B,Nandi Institute of Technology and Management Sciences,"#92, Vaderahalli, Harohalli,-,hobli, Kanakapura Taluk,Bangalore- Rural",
E149,B,Cambridge Institutute of Technology,"Basavanapura Main Road,K R Puram,Bangalore",AI; CE; CS; EC; EE; IE; ME
E150,B,P E S Institute of Technology and Management,"NH 206, Sagar Road,Shivamogga",AI; CD; CE; CS; DS; EC; EE; IE; ME
E151,B,Mangalore Institute of Technology and Engineering,"Badaga Mijar,Moodabidri,Mangalore Tq,D.K",AE; AI; CA; CE; CS; EC; IE; IO; ME; MT
E153,B,S E A College of Engineering and Technology,"Ayyappa nagar circle, Devasandra main road,K R puram bangalore",AI; CE; CS; EA; EC; IE; IO; ME
E158,B,Maharaja Institute of Technology-Mysore,"Behind K.R Mills,Belawadi Village, S R Patna Tq,Belawadi, Mandya Dist",CB; CE; CF; CS; DS; EC; IE; ME; MK
E159,B,Karavali Institute of Technology,"Neermarga, Padu- post,Via Padumela,Mangalore",AE; AI; CE; CS; EC; ME
E160,B,Sahyadri College of Engg. and Management,"""SAHYADRI CAMPUS,Adyar,Mangalore",CA; CS; DS; EC; IE; ME; RA
E165,B,Yenepoya Institute of Technology,"Vidya Nagar, N.H 13, Thodar,Moodbidri,Thodar,Moodbidri",AI; CS; EC; EE; IE; IO; ME
E166,B,K L E Institute of Technology,"Gokul Road,Near Airport,Hubli",CE; CS; EC; EE; ME
E167,B,K L E Ss K L E College of Engineering and Technology,"Post Box No.16,Banantikodi Road,Chikkodi, Belgaum Dist.",AD; CE; CS; EC; ME
E168,B,Amrutha Institute of Engineering and Mangement,"Abbanakuppe, Near Kirloskar,Off Mysore Road,Bidadi Indust. Estate,Banlore",CE; CS; EC; ME
E169,B,Alva`s Institute of Engineering and Technology,"Shobhavana Campus, Mijar,Moodabidri,",AI; CD; CE; CS; DS; EA; EC; IE; IO; ME
E170,B,East Point College of Engineering for Women,"JNANA PRABHA BIDARAHALLI,VIRGONAGAR POST,BANGALORE",
E171,B,Brindavan College of Engineering,"Dwaraka Nagar,Bagalur Main Road,Yelahanka, Bangalore",AI; CE; CS; EC; IE; IO; ME
E172,B,R.R.Institute of Technology,"No 67, RajaReddy Layout,Hasaraghatta Road,Chikkabanavara, Bangalore",CE; CS; EC; EE; IE; ME
E173,B,Sai Vidya Institute of Technology,"Doddaballapura main road,(Via Yelahanka) Rajanukunte,Bangalore",CA; CE; CS; DS; EC; IE; ME
E174,B,Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering,"Byranayakana Halli,Thymagondlu Hobli, Nelamangala,Bangalore Rural -Dist,",CE; CS; EC; EE; IE; ME
E175,B,S.G.Balekundri Institute of Technology,"Shivabasava Nagar,Belgaum",AD; CB; CE; CS; EC; EE; ME
E176,B,Navodaya Institute of Technology,"Bijjengera Road,Raihcur",CE; CS; EC; EE; ME
E177,B,Rajeev Institute of Technology,"Plot-1D(P1), Growth Centre,Bangalore-Mangalore Byepass RD,Bommanayankanahally, Hassan",CA; CE; CS; EC; EE; IE; ME
E178,B,The National Institute Of Engineering(North Campus),"No.50(Part)Hootagalli Ind.Area,Koorgalli Village,Mysore",CA; CS; IE
E179,B,P N S Institute of Technology,"#94/1, Danoji Palya,Arashinakunte,Nelamangala,Bangalore",
E181,B,Sri Basaveswara Institute of Technology,"MADENUR GATE,Tiptur, Tumkur(D)",
E182,B,Shaikh College of Engineering and Technology,"R.S.No15/2, Abu Campus,Adjacent to Ranichannamma Unvi,Bhootramanatti, Belgaum",
E183,B,Sha-Shib College of Engineering,"VERHAKANDA VILLAGE,Gudibande Taluk,Chickballapur",AE; CE; CS; EC; ME
E184,B,C Byre Gowda Institute of Technology,"Thoradevanahalli Village,Kolar - Srinivaspur Road,Kolar",AI; CE; CS; EC; ME
E185,B,Angadi Institute of Technology and Management,"Savagaon Road,Belgaum",AD; CE; CS; EC; EE; ME; RA
E186,B,ACS College of Engineering,"# 207,Kambipura,Mysore Road,Kengeri Hobli,Bangalore",AE; BM; CS; CY; DS; EC; ME; SE
E187,B,Prasanna College of Engineering and Technology,"Laila, Ujire,Belthangady Taluk,D.K Dist",
E188,B,Vijaya Vittala Institute of Technology,"35/1, Dodda Gubbi Post,Hennur Bagalur Road,Bangalore",AI; CA; CE; CS; EC; ME
E189,B,Navkis College of Engineering (Formerly NDRKIT) ,"KIADB, Thimmanahalli,Industrial Area, NH-7.58,Kandali, Hassan",AD; AI; CE; CS; EC
E190,B,Acharya N R V School of Architecture,"Dr.Sarvepalli Radhakrishnan,RoadSoldevanahalli,Hesarghatta Main Road Banglore",AR
E191,B,Akshaya Institute of Technology,"Lingapur Obalapur,Kumkar Koratagere Road,Tumkur",CE; CS; EA; EC; IE; ME; SA
E192,B,Sri Krishna School of Engineering and Management,"63, Mullur Village,Sarjapur Road,Mullur, Bangalore",
E195,B,Ekalavya Institute of Teachnology,"Ummathur Village,Santhemarahalli Hobli,Chamaraja Nagar Tq.",
E196,B,Jain College of Engineering,"599/2. T S Nagar Huchauhatti,Road, Machhe,Belgaum",CE; CS; EC; EE; ME
E197,B,Veerappa Nisty Engineering College,"Shorapur Tq,Yadigir Dist",CE; CS; EC; EE; ME
E199,B,AGM Rural Engineering College,"Navagrah Theerth, NH-4,Varur (T),Hubli, Darward (D)",CE; CS; EC; EE; ME
E200,B,Government Tool Room and Training Centre,"RAJAJINAGAR,INDUSTRIAL ESTATE,Bangalore",
E201,B,Gopalan College of Engineering and Management,"181/1. 182/1, Hoodi Village,Sonnenahalli, K.R.Puram,White Field, Bangalore",AE; CE; CS; EC; ME
E202,B,Sampoorna Institute of Technology and Research,"BELAKERE MUDAGERE GATE,Channapatana (t),Ramanagara (D)",CE; CS; EC; EE; ME
E203,B,K.S. School of Engineering And Management,"No.15/1, Kanakapur Road,Mallasandra, Bangalore",AD; CB; CE; CS; EC; ME
E204,B,Bangalore Technological Institute,"Kodathi, Off Bangalore,Sarjapura Rd, Bangalore",AI; CE; CS; EC; ME; RI
E205,B,ATME College of Engineering,"13th KM Stone, Mysore,-Bannur Road Harohalli Post,Varun hobli,Mysore",CA; CD; CE; CS; DS; EC; EE; ME
E206,B,Shri Madhwa Vadiraja Institute of Technology and Management,"Vishwothama Nagar,Bantakal,Udupi Dist",AD; AI; CE; CS; EC; ME
E207,B,VSMs Somashekar R Kothiwale Institute of Technology,"Basav Vidya Nagar, Nippani, Chikkodi-Tq,Nippani, Belgaum- Dist",CA; CE; CS; EC; ME
E208,B,Achutha Institute of Technology,"Gopalapura,Bangalore post,Bangalore",
E209,B,Jyothi Institute of Technology,"Off Kanakapura Road,Tataguni,Bangalore",AI; CE; CS; EC; IE; ME
E210,B,G Madegowda Institute of Technology,"Bharathinagara(K.M. Doddi),Maddur Taluk, Mandya DIST",AI; CE; CS; EC; EE; ME
E211,B,Jain Institute of Technology,"#323,Near Veereshwara-, Punyashrama, Avargere, Bada,Cross,Davanagere",CE; CS; EC; EE; IE; ME
E212,B,Dayananda Sagar Academy of Technology,"Opp.to Art Of Living,Udayapura,Kanakapur Main Road Bangalore",AR; CA; CD; CE; CF; CS; DS; EC; EE; IE; IO; ME
E213,B,Lingarajappa Engineering College,"Gornalli,Bidar",CE; CS; EC; EE; ME
E214,B,Aakar Academy of Architecture,"112/113(Old no 89),Thanisandra Main,RK HegdeNagar,Bangalore",
E215,B,B M S School of Architecture,"PB No.6448,Avalahalli,Doddaballapura Main Road,Yalahanka, Bangalore",AR
E216,B,Shetty Institute of Technology,"5th KM, Shahabad Road,Gulbarga",AI; CE; CS; EE
E217,B,Girijabai Sail Institute of Technology,"Utkagali, Adjcent to Karnataka,-Goa Border Check post NH17,Majali Village Karwar",
E218,B,Sri Pillappa College of Engineering,"#79,Kondashettihalli Road,(B/W MS Palya & Hesaraghatta),Hesaraghatta,Bangalore",
E219,B,Mangalore Marine College and Technology,"padil padavu,Kuppepadavu Post,Kelinjar Village Mangalore,Mangalore",CS; ME; MR
E221,B,Biluru Gurubasava Mahaswamiji Institute of Technology,"Mantur Road,Mudhol,Bagalkot- Dist",AI; CE; CS; EC; ME
E222,B,Cambridge Institutute of Technology-North Campus,"Sy. No. 73, Lingadheera,Gollahalli, Kundana Hobli,Devanahalli(TQ),Bangalore(R)",CS; CY; EC; ME
E223,B,Sri Vidya Vinayaka Institute of Technology,"NO 11, Vinayaka Nagara,Dodda Aladamara Road,Vinayakanagar,Bangalore",
E224,B,Impact School of Architecture,"Kodigehalli,Sahakara Nagar Post,Bangalore",AR
E225,B,S.J.B School of Architecture and Planning,"NO.67,BGS Health & Education,City,Uttarahali Road, Kengeri,Bangalore",AR
E226,B,Sharada School of Architecture,"#14,SHARADA HILLS, HESARAGHATT,ROAD, NEAR M S PALYA,CIRCLE, VIDYARANYAPURA POST BL",
E227,B,Cauvery Institute of Technology,"Sundahalli Koppalu Gate,Yelihur(P), Kothathi(H),Mandya tq",CE; CS; EC; ME
E228,B,Mysore School of Architecture,"CA-1, University Layout,Near Dattagalli, Ring Road,Lingabodi,Mysore",AR
E229,B,Gopalan School of Architecture and Planning,"181/1.182/1. HOODI VILLAGE.,SONNENAHALLI K.R PURAM,Whitefield , Bangalore",AR
E230,B,R R School of Architecture,"No 67, RajaReddy Layout,Hasaraghatta Road,Chikkabanvara, Bangalore",AR
E231,B,Best School of Architecture,"Urdigere Road,Belaguma ,Tumkur",
E233,B,Jain Acharya Gundharnandi Maharaj Institute of Technology,"Opp. Algur RC, Bijapur Road,Jamkhandi, Bagalkot Dist",
E236,B,Sri Vinayaka Institute of Technology,"Kolar,Coromandel Post,K.G.F",
E238,B,Mysuru Royal Institute of Technology,"Palahalli Post,Sri Rangapatna Tq,Mandya (D)",CE; CS; EC; ME
E239,B,East West College of Engineering,"No: 13, 13th A Main,Sector A,Yelahanka New Town, Bangalore",AE; CS; EA; EC; ME
E242,B,BGS School of Architecture and Planning,"Nityananda Nagar, K.Gollahalli,Po, International,Res. School,Campus, Bangalore",AR
E243,B,Adithya Academy of Architecture and Design,"#10 Kogilu Main Road, Behind,Annapoorneshwari Temple,Yalahanka, Bangalore",AR
E244,B,R V College of Architecture,"#CA -14TH BLOCK, BSK 6TH Stage,Off Vajarahalli Main Road,Chikkegowdanapally,Bangalore",AR
E247,B,Bearys Enviro-Arctitecture Design School,"Lands Ends Innoli,Near Mangalore University,Boliyar-Post, Mangalore",AR
E248,B,Wadiyar Centre For Architecture,"1011, CH20,Krishnaraja,Boulevard, Chamarajamohalla,Mysuru",AR
E249,B,HMS School of Architecture,"KA 38, NH4, KESARAMADU POST,KYATHSANDRA,Tumkur",AR
